"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NXL86LPY","journalArticle","2000","Khmelnitskaya, Anna B.; Weymark, John A.","Social choice with independent subgroup utility scales","Social Choice and Welfare","","1432-217X","10.1007/s003550000058","https://doi.org/10.1007/s003550000058","In this article, the kinds of utility comparisons that can be made may differ in distinct population subgroups. Within each subgroup, utility is either ordinally or cardinally measurable. Levels and differences of utility may or may not be interpersonally comparable within a subgroup. No utility comparisons are possible between subgroups. Given these informational assumptions, it is shown that any continuous social welfare ordering that satisfies the weak Pareto principle only depends on the utilities of one of the subgroups. The class of social welfare orderings consistent with these assumptions is determined by the scale type of the dictatorial subgroup.","2000-08-01","2024-04-01 17:21:38","2024-04-01 17:21:38","","739-748","","4","17","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72RC332S","journalArticle","1999","Ebert, Udo","Using equivalent income of equivalent adults to rank income distributions","Social Choice and Welfare","","1432-217X","10.1007/s003550050142","https://doi.org/10.1007/s003550050142","The paper proposes the consistent and rigorous use of equivalence scales for households of different size. Equivalence scales are employed for deriving the income of an equivalent adult representing the household and for weighting the different household types. The proceeding takes into account the possibilities and the needs of different household types at the same time and seems to be adequate if income distributions are to be compared in terms of social welfare or inequality. The approach allows to define and to investigate the usual concepts (Lorenz curve, Lorenz dominance, social welfare function, progressive transfers etc.) for heterogeneous populations. They can be interpreted in an obvious way, and the results, well known for homogeneous populations, can be generalized. Furthermore, some unpleasant and unsatisfactory paradoxa or impossibility results, which can be found in the literature, vanish in the framework considered.","1999-02-01","2024-04-01 17:22:28","2024-04-01 17:22:28","","233-258","","2","16","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98B7RNZK","journalArticle","2019","Rachmilevitch, Shiran","Egalitarianism, utilitarianism, and the Nash bargaining solution","Social Choice and Welfare","","1432-217X","10.1007/s00355-018-01170-6","https://doi.org/10.1007/s00355-018-01170-6","A bargaining solution satisfies egalitarian–utilitarian monotonicity (EUM) if the following holds under feasible-set-expansion: a decrease in the value of the Rawlsian (resp. utilitarian) objective is accompanied by an increase in the value of the utilitarian (resp. Rawlsian) objective. A bargaining solution is welfarist if it maximizes a symmetric and strictly concave social welfare function. Every 2-person welfarist solution satisfies EUM, but for $$n\ge 3$$every n-person welfarist solution violates it. In the presence of other standard axioms, EUM characterizes the Nash solution in the 2-person case, but leads to impossibility in the n-person case.","2019-04-01","2024-04-01 17:23:23","2024-04-01 17:23:23","","741-751","","4","52","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9F597JZ","journalArticle","2015","Gravel, Nicolas; Tarroux, Benoît","Robust normative comparisons of socially risky situations","Social Choice and Welfare","","1432-217X","10.1007/s00355-014-0833-8","https://doi.org/10.1007/s00355-014-0833-8","In this paper, we theoretically characterize robust empirically implementable normative criteria for evaluating socially risky situations. Socially risky situations are modeled as distributions, among individuals, of lotteries on a finite set of state-contingent pecuniary consequences. Individuals are assumed to have selfish Von Neumann–Morgenstern preferences for these socially risky situations. We provide empirically implementable criteria that coincide with the unanimity, over a reasonably large class of such individual preferences, of anonymous and Pareto-inclusive Von Neuman Morgenstern social rankings of risks. The implementable criteria can be interpreted as sequentialexpected poverty dominance. An illustration of the usefulness of the criteria for comparing the exposure to unemployment risk of different segments of the French and US workforce is also provided.","2015-02-01","2024-04-01 17:24:19","2024-04-01 17:24:19","","257-282","","2","44","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTYPNTQI","journalArticle","1992","Nieto, Jorge","The lexicographic egalitarian solution on economic environments","Social Choice and Welfare","","1432-217X","10.1007/BF00192878","https://doi.org/10.1007/BF00192878","This paper considers solutions to distribution problems defined on economic environments. It shows that there is a unique resource-egalitarian and symmetric solution that proposes always Pareto optimal allocations and satisfies Inidivual Restricted Monotonicity; this property requires the poor people of the society to be strictly better-off when social resources increase and the initial outcome is a welfare unequal position. That unique solution is the lexicographic extension of the maxmin criterion.","1992-07-01","2024-04-01 17:25:21","2024-04-01 17:25:21","","203-212","","3","9","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSQKJ3GM","journalArticle","1997","de Trenqualye, Pierre","An extension of Bowen’s dynamic voting rule to many dimensions","Social Choice and Welfare","","1432-217X","10.1007/s003550050097","https://doi.org/10.1007/s003550050097","We ask in this paper about the effect on social decisions of limiting the size of changes that voters may propose each time in an otherwise standard dynamic social choice model. The voting rule we study can be seen as an extension of Bowen’s dynamic “majority voting” rule, and is closely related to the dynamic procedures for public good allocation in the literature (Drèze and de la Vallée Poussin 1971; Malinvaud 1971; Laffont and Maskin 1983; Chander 1993). Under general assumptions we prove existence and Pareto efficiency of equilibrium, and show that our rule motivates voters not to misrepresent preferences (more precisely, the rule is Strongly Locally Individually Incentive Compatible). Under Euclidean preferences we find that electoral cycles do not arise (i.e., the rule is convergent), that there is a unique equilibrium, and that the equilibrium coincides with the solution to an old problem of geometry, first addressed by Fermat, Torricelli, and Cavallieri.","1997-11-01","2024-04-01 17:27:50","2024-04-01 17:27:50","","141-159","","1","15","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US8YLWBV","journalArticle","1998","Saari, Donald G.","Connecting and resolving Sen's and Arrow's theorems","Social Choice and Welfare","","1432-217X","10.1007/s003550050103","https://doi.org/10.1007/s003550050103","It is shown that the source of Sen's and Arrow's impossibility theorems is that Sen's Liberal condition and Arrow's IIA counter the critical assumption that voters have transitive preferences. But if the procedures are not permitted to treat the transitivity of individual preferences as a valued input, then we cannot expect rational outputs. Once this common cause for these perplexing conclusions is understood, these classical conclusions end up admitting quite benign interpretations where it becomes possible to propose several resolutions.","1998-03-01","2024-04-01 17:30:03","2024-04-01 17:30:03","","239-261","","2","15","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQL2QLW9","journalArticle","2009","Savaglio, Ernesto; Vannucci, Stefano","On the volume-ranking of opportunity sets in economic environments","Social Choice and Welfare","","1432-217X","10.1007/s00355-008-0343-7","https://doi.org/10.1007/s00355-008-0343-7","We provide a characterization of the volume-ranking of opportunity sets as defined on the set of all polyconvex sets, i.e. finite unions of convex, compact, Euclidean sets. In fact, such a domain is large enough to encompass most of the opportunity sets typically encountered in economic environments, including non-linear or even non-convex budget sets, and opportunity sets arising from production sets. Our result relies on a valuation-based volume-characterization theorem due to Klain and Rota (Introduction to Geometric Probability, Cambridge University Press, Cambridge, 1997) and helps to highlight some quite unusual conditions under which the volume-ranking can be justified as a freedom-ranking of opportunity sets. Therefore, it may also help to understand why the latter has been so conspicuously ignored in welfare analysis.","2009-06-01","2024-04-01 17:31:46","2024-04-01 17:31:46","","1-24","","1","33","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXLB46NZ","journalArticle","2016","Hayashi, Takashi","Consistent updating of social welfare functions","Social Choice and Welfare","","1432-217X","10.1007/s00355-015-0929-9","https://doi.org/10.1007/s00355-015-0929-9","It is one of the central doctrines for ‘rational’ decision making that an agent should be forward-looking and not be bound by bygones. We argue that this is not an appealing principle for collective decision making, and that bygones have necessary and substantive roles. We consider an explicitly dynamic process of social welfare orderings, and propose a dynamic constraint which is acceptable even after rejecting the principle that one should be forward-looking. It is a conjunction of two assertions: (i) the process must be dynamically consistent, which means an ex ante welfare judgment must be respected by the ex post ones and there should be no contradiction between them; (ii) the structure of a welfare judgment should be recurrent under consistent updating, in the sense that if a postulate is satisfied by an ex ante welfare judgment, then it is also satisfied by any of the ex post ones that follow this ex ante judgment. Based on this standpoint, we present a set of axioms for social welfare orderings which are recurrent under consistent updating, and characterize a set of social welfare functions which are closed under updating. With such a class of social welfare functions, we characterize the roles that can be played in the updating stage by the past and things known not to have occurred.","2016-03-01","2024-04-01 17:40:18","2024-04-01 17:40:18","","569-608","","3","46","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSUA4CS8","journalArticle","2004","Weikard, Hans-Peter","On the economics of basic liberties","Social Choice and Welfare","","1432-217X","10.1007/s00355-003-0286-y","https://doi.org/10.1007/s00355-003-0286-y","The paper discusses the problem of initial assignments of rights. An attempt is made to characterise a system of rights in the spirit of Rawls’s first principle of justice according to which society should adopt the most extensive system of equal basic liberties.","2004-02-01","2024-04-01 17:43:28","2024-04-01 17:43:28","","267-280","","1","22","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7FXB2K4","journalArticle","2008","Karni, Edi; Safra, Zvi","Moral sentiments and social choice","Social Choice and Welfare","","1432-217X","10.1007/s00355-007-0241-4","https://doi.org/10.1007/s00355-007-0241-4","We examine the implications, for social choice, of individuals having an intrinsic sense of fairness. Taking the viewpoint that social justice reflects the moral attitudes of the constituent members, we analyze the effect of the intensity of the individual sense of fairness on the solution of Nash bargaining over random allocation procedures. We use a stylized model of university admission policies to illustrate our approach. We show that even if social policies are ultimately determined by the bargaining power of the different groups, a society whose members have a common notion of fairness tends to implement fairer admission policies when the intensity of the sense of fairness of individual members increases.","2008-04-01","2024-04-01 17:45:21","2024-04-01 17:45:21","","427-446","","3","30","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKREWD8S","journalArticle","2005","Fleurbaey, Marc; Mongin, Philippe","The news of the death of welfare economics is greatly exaggerated","Social Choice and Welfare","","1432-217X","10.1007/s00355-005-0010-1","https://doi.org/10.1007/s00355-005-0010-1","The paper reexamines the controversy about Bergson–Samuelson social welfare functions (BSFs) that took place between welfare economists and social choice theorists as a consequence of Arrow’s (1951) impossibility theorem. The 1970’s witnessed a new version of the theorem that was meant to establish that BSFs “make interpersonal comparisons of utility or are dictatorial.” Against this, Samuelson reasserted the existence of well-behaved “ordinalist” BSFs and generally denied the relevance of Arrovian impossibilities to welfare economics. The paper formalizes and reassesses each camp’s arguments. While being also critical of Samuelson’s, it eventually endorses his conclusion that welfare economics was left untouched by the controversy. It draws some connections of BSFs with contemporary normative economics.","2005-12-01","2024-04-01 17:46:40","2024-04-01 17:46:40","","381-418","","2","25","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2JUZAXY","journalArticle","2005","Weymark, John A.","Measurement theory and the foundations of utilitarianism","Social Choice and Welfare","","1432-217X","10.1007/s00355-005-0017-7","https://doi.org/10.1007/s00355-005-0017-7","This article reconsiders the Harsanyi–Sen debate concerning whether Harsanyi is justified in interpreting his Aggregation and Impartial Observer Theorems as providing axiomatizations of utilitarianism. Sen's criticism and its formalization by Weymark are based on the claim that von Neumann–Morgenstern utility theory is ordinal, whereas Harsanyi's utilitarian conclusions require cardinal utility. Proposals for overcoming Sen's objection that appeal to formal measurement theory are considered. It is argued that one of these proposals due to Broome and Risse rightly points to a feature of expected utility theory that was ignored by Sen and Weymark, but that this proposal does not provide a normatively compelling justification for cardinal utility. The other proposal due to Broome is shown to make use of a strength of preference relation in addition to the axioms of expected utility theory.","2005-12-01","2024-04-01 17:47:48","2024-04-01 17:47:48","","527-555","","2","25","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6RD6UEZ","journalArticle","2013","Calvo, Cesar; Dercon, Stefan","Vulnerability to individual and aggregate poverty","Social Choice and Welfare","","1432-217X","10.1007/s00355-012-0706-y","https://doi.org/10.1007/s00355-012-0706-y","We propose families of measures for vulnerability to both individual and aggregate poverty. We view vulnerability as the burden caused by the threat of poverty. Exposure to states of the world where hardship may strike causes distress ex-ante, even if ex-post the dice are benign and poverty (consumption below a critical norm) does not materialise. We ensure our measures meet a set of desirable axioms—in the case of aggregate vulnerability, this set includes sensitivity to the degree of correlation of outcomes across individuals. We argue that individual vulnerability levels are not enough to compose the aggregate picture, e.g. because society may be wary of the threat of simultaneous, widespread poverty. We illustrate with data from Ethiopia, where rainfall risks are found to raise vulnerability to poverty despite sustained increases in consumption.","2013-10-01","2024-04-01 19:47:09","2024-04-01 19:47:09","","721-740","","4","41","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMI7MG2X","journalArticle","2013","Gajdos, Thibault; Vergnaud, Jean-Christophe","Decisions with conflicting and imprecise information","Social Choice and Welfare","","1432-217X","10.1007/s00355-012-0691-1","https://doi.org/10.1007/s00355-012-0691-1","When facing situations involving uncertainty, experts might provide imprecise and conflicting opinions. Recent experiments have shown that decision makers display aversion towards both disagreement among experts and imprecision of information. We provide an axiomatic foundation for a decision criterion that allows one to distinguish on a behavioral basis the decision maker’s attitude towards imprecision and disagreement. This criterion accommodates patterns of preferences observed in experiments that are precluded by two-steps procedures, where information is first aggregated, and then used by the decision maker. This might be seen as an argument for having experts transmitting a more detailed information to the decision maker.","2013-07-01","2024-04-01 19:48:46","2024-04-01 19:48:46","","427-452","","2","41","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXL6LDDP","journalArticle","2006","Banerjee, Kuntal","On the Extension of the Utilitarian and Suppes–Sen Social Welfare Relations to Infinite Utility Streams","Social Choice and Welfare","","1432-217X","10.1007/s00355-006-0135-x","https://doi.org/10.1007/s00355-006-0135-x","Extensions of a utilitarian and a Suppes–Sen grading principle defined on infinite utility streams are characterized with a stronger notion of Anonymity and without any consistency postulate. The relative merits of the Extended Utilitarian relation are discussed and its rankings are compared with those of the overtaking criterion and the Basu–Mitra Utilitarian relation.","2006-10-01","2024-04-01 19:49:58","2024-04-01 19:49:58","","327-339","","2","27","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULG8KGSQ","journalArticle","1994","Mongin, Philippe","Harsanyi's Aggregation Theorem: multi-profile version and unsettled questions","Social Choice and Welfare","","1432-217X","10.1007/BF00183302","https://doi.org/10.1007/BF00183302","Harsanyi's Aggregation Theorem states that if the individuals' as well as the moral observer's utility functions are von Neumann-Morgenstern, and a Pareto condition holds, then the latter function is affine in terms of the former. Sen and others have objected to Harsanyi's use of this result as an argument for utilitarianism. The present article proves an analogue of the Aggregation Theorem within the multi-profile formalism of social welfare functionals. This restatement and two closely related results provide a framework in which the theorem can be compared with well-known characterisations of utilitarianism, and its ethical significance can be better appreciated. While several interpretative questions remain unsettled, it is argued that at least one major objection among those raised by Sen has been answered.","1994-10-01","2024-04-01 19:51:05","2024-04-01 19:51:05","","331-354","","4","11","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5YWN8G7","journalArticle","1985","Le Breton, M.; Trannoy, A.; Uriarte, J. R.","Topological aggregation of inequality preorders","Social Choice and Welfare","","1432-217X","10.1007/BF00437312","https://doi.org/10.1007/BF00437312","An inequality preorder is defined as a complete preorder on a simplex which satisfies the properties of continuity and strict Schur-convexity (the mathematical equivalent of Dalton's “principle of transfers”). The paper shows that it is possible to aggregate individual inequality preorders into a collective one if we are interested in continuous anonymous aggregation rules that respect unanimity. The aggregation problem is studied within a topological framework introduced by Chichilnisky.","1985-09-01","2024-04-01 19:51:53","2024-04-01 19:51:53","","119-129","","2","2","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MUIPQJA","journalArticle","2016","Carpantier, Jean-François; Sapata, Christelle","Empirical welfare analysis: when preferences matter","Social Choice and Welfare","","1432-217X","10.1007/s00355-015-0927-y","https://doi.org/10.1007/s00355-015-0927-y","The conditional equality and egalitarian equivalence criteria were proposed by Fleurbaey (Fairness, responsibility, and welfare, Oxford University Press, Oxford, 2008) to provide better foundations to interpersonal comparisons in the context of heterogeneous preferences and multidimensional welfare. The first implementations of the egalitarian equivalence criterion follow an approach where the preferences are captured at the group level (based on socio-demographic variables) rather than at the individual level. Our contribution is to extend these models by using information on individual preferences, derived from the potential discrepancy between the group level optimal choice and the revealed choice of the individuals. We implement and compare the conditional equality and egalitarian equivalence criteria on a 2004 US microeconomic dataset and find that these criteria are relatively consistent in the identification of the worst-off. We also show that up to 18 % of the worst-off are no longer categorized as worst-off when the empirical approach accounts for individual preferences.","2016-03-01","2024-04-01 19:52:57","2024-04-01 19:52:57","","521-542","","3","46","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZGVE9ED","journalArticle","1988","Gaertner, W.; Pattanaik, P. K.","An interview with amartya sen","Social Choice and Welfare","","1432-217X","10.1007/BF00435498","https://doi.org/10.1007/BF00435498","","1988-03-01","2024-04-01 19:56:38","2024-04-01 19:56:38","","69-79","","1","5","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHHAB99S","journalArticle","2018","Ou-Yang, Kui","Generalized rawlsianism","Social Choice and Welfare","","1432-217X","10.1007/s00355-017-1083-3","https://doi.org/10.1007/s00355-017-1083-3","This paper proposes and characterizes a family of social choice rules, including maximin and leximin, by considering only ordinal social choice in the sense that individual utilities are ordinally measurable and ordinally comparable. This family of rules, called generalized Rawlsianism, provides a unified approach for dealing with different informational constraints on ordinal interpersonal comparisons. Rank noncomparability, which states that individual utilities under the same social ranking should always be interpersonally noncomparable, is then proposed as a new basic invariance axiom. We show that a social welfare ordering with super domain is a generalized rank hierarchy if and only if it satisfies anonymity, nonnullity, full rank noncomparability, and the Pareto monotonicity principle; together with the Pigou–Dalton principle, generalized Rawlsianism can then be fully characterized. Our characterizations depend heavily on the result that a social welfare ordering with super domain is a generalized hierarchy if and only if it satisfies nonnullity, interpersonal noncomparability, and the Pareto monotonicity principle.","2018-02-01","2024-04-01 20:11:24","2024-04-01 20:11:24","","265-279","","2","50","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUN5JIV7","journalArticle","2019","Treibich, Rafael","Welfare egalitarianism with other-regarding preferences","Social Choice and Welfare","","1432-217X","10.1007/s00355-018-1135-3","https://doi.org/10.1007/s00355-018-1135-3","We consider the problem of dividing a perfectly divisible good among individuals who have other-regarding preferences. Assuming no legitimate claims and purely ordinal preferences, how should society measure social welfare so as to satisfy basic principles of efficiency and fairness? In a simple model of average externalities, we characterize the class of social preferences which give full priority to the individual with the lowest egalitarian equivalent.","2019-01-01","2024-04-01 20:12:12","2024-04-01 20:12:12","","1-28","","1","52","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
